"date";"txHash";"txNoteUser";"fromAddress";"fromTagsUser";"fromNoteUser";"fromTags";"toAddress";"toTagsUser";"toNoteUser";"toTags";"tokenName";"tokenAddress";"tokenSymbol";"value";"usdPrice"
"2022-11-01 10:32:35";"0x25f67ec01e64754da9dd30d3a38798af9ec616fa615de48c73a3df32626d2ad5";"";"0x9a447fb67753611d9ae79853694dc7fa46b137c2";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"USD Coin";"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48";"USDC";"999,000000";"1,0000865006498"
"2022-11-01 09:38:59";"0x37bc2aa4f13eb163e0a3c46e66219ba0a12d351f9dc20444d47df218b1dbff4d";"";"0xd25319591be7576fe1a20b872285093acab03eda";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"Tether USD";"0xdac17f958d2ee523a2206206994597c13d831ec7";"USDT";"329661,654280";"0,99983526318259"
"2022-11-01 07:51:59";"0xc1c6a1048ed3b3efa9af3ca968447e6cadd2681a2809526a0ac244fc1f946a73";"";"0x74c07b9bc2443208594375ee548f98a9ab4d82db";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"USD Coin";"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48";"USDC";"25000,000000";"0,99999670207938"
"2022-11-01 03:30:23";"0xf8401526bd1f2af2a31692b4b9ceea25dc75033a47c154d7868c4c3ff63333f5";"";"0x4ec988cd2ac07a049a80787c40abd612d7061acd";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"Tether USD";"0xdac17f958d2ee523a2206206994597c13d831ec7";"USDT";"995,427300";"0,99991025037633"
"2022-11-01 02:51:47";"0x0558225a2435a3b024a29ba0bdb8953d63ea4ec40723702c4c2da5df8fc56504";"";"0x55748863a2cc41eb9d0952c321babd0e04ff2329";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"Tether USD";"0xdac17f958d2ee523a2206206994597c13d831ec7";"USDT";"500,000000";"0,99988534722188"
"2022-10-31 17:01:59";"0x077ad6d46c09ac1b8e5925ba45a11c4bf79c9d2d1190e230053a6066e0ec70aa";"";"0xaccb4d08e49203e2bdfba2be182b1ff37b076841";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"USD Coin";"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48";"USDC";"6170,722320";"0,99997191935288"
"2022-10-31 16:25:35";"0x97655388f5c3485161ac0d291f3a249d5ef8ea8985607870e6690922f65523a3";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"0x5523ef85ee17417b09ce9a8eb2961d8f4570fd45";"";"";"";"USD Coin";"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48";"USDC";"10,000000";"1,0000573764763"
"2022-10-31 16:17:23";"0x6d547920148048792351f276af7e93190d5bcf681519abe043b254fd0c735dfd";"";"0xd9878b239bd8c8f6f49aec3283712d0629a8f418";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"Tether USD";"0xdac17f958d2ee523a2206206994597c13d831ec7";"USDT";"927,078780";"1,0000077993492"
"2022-10-31 12:42:47";"0xd6c86105a2d34a3e28f6f6f89681016fd1c844edb564047b4e1481e11aed1f71";"";"0x78a912078241c48ba8d48cbe675ac9f730d6c6e1";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"USD Coin";"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48";"USDC";"999,000000";"1,0001028173928"
"2022-10-31 06:17:35";"0xd157fee8c0b0da9ef7c419124bf60f8a8ea435530f1a1c8cc807bf65d5aa27bf";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"0x5523ef85ee17417b09ce9a8eb2961d8f4570fd45";"";"";"";"Tether USD";"0xdac17f958d2ee523a2206206994597c13d831ec7";"USDT";"13694,305229";"1,0002256927869"
"2022-10-31 04:21:35";"0x2cfa08dc73af3618f30ef614de7154e7ea35130d049f763d3c151036c680fa74";"";"0xf7e25bcd72499b8fcba5dc2bdd6ffd593d0d26e0";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"USD Coin";"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48";"USDC";"3005,000000";"1,0000290766696"
"2022-10-31 04:19:35";"0x6a4cddd624b30cdeeae252b9480e59fcf2fd70044abc959553301d0bf23e0a64";"";"0xf7e25bcd72499b8fcba5dc2bdd6ffd593d0d26e0";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"Tether USD";"0xdac17f958d2ee523a2206206994597c13d831ec7";"USDT";"600,000000";"1,0002023295618"
"2022-10-30 08:48:11";"0x9aec23e293b3b0900359b9a7cc33349806c1c77a8fd0553c3e6f37c983c94a58";"";"0xcd9d4a98a9b56e3cb7109773cab27a4ad5403d39";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"3,3768493936348";"1618,25"
"2022-10-30 06:48:11";"0x1210bc7576848f7c62a8cb066bb128f54d13bf14bebb2cca243219451f86ae8b";"";"0xdfc38bbe60b3513fb2ed861e4441e5555ea2e02b";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"Tether USD";"0xdac17f958d2ee523a2206206994597c13d831ec7";"USDT";"1000,000000";"1,0002639839363"
"2022-10-29 20:18:11";"0x3e14f3db7ba5ddadd42f3f4edaacd13b9f3e24cea011746949910c5d8de7b586";"";"0x081e415dc7672186ae6ed92f0365ca557da07cec";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"USD Coin";"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48";"USDC";"1460,000000";"0,99991888821966"
"2022-10-29 14:28:11";"0x8e955031cfcc1a193d8230d86851a07a58ca50691b674623d2edbd0fdf0c6e08";"";"0xd53455ac8d50e311c1d93c53b1168b92dc492f69";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"USD Coin";"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48";"USDC";"1000,000000";"1,0001226481064"
"2022-10-29 00:28:11";"0x4cdd2b7da7ffdb51a4f96619a7adeef02ba3e4dfaa41702ce1cfba3c8e500b28";"";"0xaccb4d08e49203e2bdfba2be182b1ff37b076841";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"USD Coin";"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48";"USDC";"3095,704055";"1,0000477463589"
"2022-10-28 16:13:11";"0x774558184c4d20141d80dd072d817ec7a2a02ca41611d9c7c451de4a4ba9aeea";"";"0x5b7f8365673811dcf9ada198b1e6b9da5adf259a";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"USD Coin";"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48";"USDC";"1000,000000";"1,0000193693461"
"2022-10-28 04:29:11";"0x80fd93556176f5e55cbc27e1259ec8166a1a6ef9a88aacdb5cea49c8b6d62b43";"";"0xaccb4d08e49203e2bdfba2be182b1ff37b076841";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"USD Coin";"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48";"USDC";"3093,756050";"1,000058713897"
